4312.54	6776.85
4312.54	7392.92
4312.54	8009
4312.54	8625.08
4312.54	8933.12
4312.54	10781.3
4312.54	11705.5
4312.54	12013.5
4312.54	12321.5
4312.54	13553.7
4620.58	0
4620.58	308.038
4620.58	924.115
4620.58	1540.19
4620.58	1848.23
4620.58	2156.27
4620.58	2464.31
4620.58	3080.39
4620.58	3696.46
4620.58	4620.58
4620.58	6160.77
4620.58	6776.85
4620.58	7084.89
4620.58	7392.92
4620.58	8009
4620.58	8625.08
4620.58	8933.12
4620.58	9857.23
4620.58	12629.6
4620.58	13553.7
4928.62	616.077
4928.62	1848.23
4928.62	2464.31
4928.62	2772.35
4928.62	3080.39
4928.62	4312.54
4928.62	5852.73
4928.62	6160.77
4928.62	7084.89
4928.62	9241.16
4928.62	9549.19
4928.62	10165.3
4928.62	10473.3
4928.62	10781.3
4928.62	11397.4
4928.62	11705.5
4928.62	12629.6
4928.62	13245.7
5236.65	308.038
5236.65	924.115
5236.65	1232.15
5236.65	3080.39
5236.65	3388.42
5236.65	4004.5
5236.65	4312.54
5236.65	4928.62
5236.65	5544.69
5236.65	6468.81
5236.65	8625.08
5236.65	8933.12
5236.65	9857.23
5236.65	10165.3
5236.65	10473.3
5236.65	11705.5
5236.65	13553.7
5544.69	0
5544.69	308.038
5544.69	616.077
5544.69	1232.15
5544.69	1540.19
5544.69	1848.23
5544.69	2772.35
5544.69	3080.39
5544.69	3388.42
5544.69	3696.46
5544.69	4312.54
5544.69	4620.58
5544.69	5236.65
5544.69	5544.69
5544.69	6160.77
5544.69	7084.89
5544.69	7392.92
5544.69	7700.96
5544.69	8317.04
5544.69	8625.08
5544.69	9241.16
5544.69	9549.19
5544.69	10781.3
5544.69	11397.4
5544.69	12013.5
5544.69	12629.6
5544.69	12937.6
5544.69	13553.7
5852.73	308.038
5852.73	1232.15
5852.73	1540.19
5852.73	1848.23
5852.73	2156.27
5852.73	2464.31
5852.73	2772.35
5852.73	3388.42
5852.73	3696.46
5852.73	4004.5
5852.73	4312.54
5852.73	4928.62
5852.73	6776.85
5852.73	10473.3
5852.73	10781.3
5852.73	11089.4
5852.73	11397.4
5852.73	12013.5
5852.73	12321.5
5852.73	12937.6
6160.77	0
6160.77	308.038
6160.77	1848.23
6160.77	2464.31
6160.77	2772.35
6160.77	3696.46
6160.77	4004.5
6160.77	4620.58
6160.77	4928.62
6160.77	5236.65
6160.77	5852.73
6160.77	6160.77
6160.77	6468.81
6160.77	6776.85
6160.77	7392.92
6160.77	7700.96
6160.77	8009
6160.77	8625.08
6160.77	9857.23
6160.77	10165.3
6160.77	11089.4
6160.77	11397.4
6160.77	12013.5
6160.77	12321.5
6160.77	12629.6
6160.77	12937.6
6468.81	616.077
6468.81	1540.19
6468.81	1848.23
6468.81	2156.27
6468.81	2464.31
6468.81	2772.35
6468.81	3080.39
6468.81	3388.42
6468.81	3696.46
6468.81	4004.5
6468.81	4312.54
6468.81	4620.58
6468.81	5544.69
6468.81	5852.73
6468.81	6468.81
6468.81	6776.85
6468.81	8317.04
6468.81	9549.19
6468.81	9857.23
6468.81	10473.3
6468.81	10781.3
6468.81	11705.5
6468.81	12013.5
6468.81	12629.6
6468.81	12937.6
6468.81	13245.7
6468.81	13553.7
